study,instrument,name,item,text,text_de,answer_list,instruction,instruction_de,description,description_de,filter,goto,concept,scale,number
twinlife,wid1_F2F1_module10,ses0200t,2,"I believe, all in all, [name of child] is satisfied with him-/herself.","Ich glaube, alles in allem, ist [Name des Kindes] mit sich zufrieden.",apl5_3,,,"Source: Adapted from: Thoennissen, C., Wilhelm, B., Friedrich, S., Alt, P., & Walper, S. (2014). Scales Manual of the German Family Panel: Wave 1 to 6. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_pairfam_6.0.pdf)","Source: Adapted from: Thoennissen, C., Wilhelm, B., Friedrich, S., Alt, P., & Walper, S. (2014). Scales Manual of the German Family Panel: Wave 1 to 6. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_pairfam_6.0.pdf)",,,ses0200t,cat,365
twinlife,wid1_F2F1_module10,ses0200u,0,"In the following, we want to learn a bit more about [Name]. Please rate the extent to which the following statements apply.","Im Folgenden wollen wir noch ein wenig mehr ueber [Name des Kindes] selbst erfahren. Bitte geben Sie an, inwiefern folgende Aussagen zutreffen.",,,,"Source: Adapted from: Thoennissen, C., Wilhelm, B., Friedrich, S., Alt, P., & Walper, S. (2014). Scales Manual of the German Family Panel: Wave 1 to 6. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_pairfam_6.0.pdf)","Source: Adapted from: Thoennissen, C., Wilhelm, B., Friedrich, S., Alt, P., & Walper, S. (2014). Scales Manual of the German Family Panel: Wave 1 to 6. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_pairfam_6.0.pdf)",age0110t >= 4 & age0110t <= 12,,ses0200u,txt,366
twinlife,wid1_F2F1_module10,ses0200u,1,[Name of the child] is self-confident.,[Name des Kindes] ist selbstbewusst.,apl5_3,,,"Source: Adapted from: Thoennissen, C., Wilhelm, B., Friedrich, S., Alt, P., & Walper, S. (2014). Scales Manual of the German Family Panel: Wave 1 to 6. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_pairfam_6.0.pdf)","Source: Adapted from: Thoennissen, C., Wilhelm, B., Friedrich, S., Alt, P., & Walper, S. (2014). Scales Manual of the German Family Panel: Wave 1 to 6. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_pairfam_6.0.pdf)",,,ses0200u,cat,367
twinlife,wid1_F2F1_module10,ses0200u,2,"I believe, all in all, [name of child] is satisfied with him-/herself.","Ich glaube, alles in allem, ist [Name des Kindes] mit sich zufrieden.",apl5_3,,,"Source: Adapted from: Thoennissen, C., Wilhelm, B., Friedrich, S., Alt, P., & Walper, S. (2014). Scales Manual of the German Family Panel: Wave 1 to 6. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_pairfam_6.0.pdf)","Source: Adapted from: Thoennissen, C., Wilhelm, B., Friedrich, S., Alt, P., & Walper, S. (2014). Scales Manual of the German Family Panel: Wave 1 to 6. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_pairfam_6.0.pdf)",,,ses0200u,cat,368
twinlife,wid1_F2F1_module10,ses0200s,0,"In the following, we want to learn a bit more about [Name]. Please rate the extent to which the following statements apply.","Im Folgenden wollen wir noch ein wenig mehr ueber [Name des Kindes] selbst erfahren. Bitte geben Sie an, inwiefern folgende Aussagen zutreffen.",,,,"Source: Adapted from: Thoennissen, C., Wilhelm, B., Friedrich, S., Alt, P., & Walper, S. (2014). Scales Manual of the German Family Panel: Wave 1 to 6. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_pairfam_6.0.pdf)","Source: Adapted from: Thoennissen, C., Wilhelm, B., Friedrich, S., Alt, P., & Walper, S. (2014). Scales Manual of the German Family Panel: Wave 1 to 6. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_pairfam_6.0.pdf)",age0110s >= 4 & age0110s <= 12,,ses0200s,txt,369
twinlife,wid1_F2F1_module10,ses0200s,1,[Name of the child] is self-confident.,[Name des Kindes] ist selbstbewusst.,apl5_3,,,"Source: Adapted from: Thoennissen, C., Wilhelm, B., Friedrich, S., Alt, P., & Walper, S. (2014). Scales Manual of the German Family Panel: Wave 1 to 6. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_pairfam_6.0.pdf)","Source: Adapted from: Thoennissen, C., Wilhelm, B., Friedrich, S., Alt, P., & Walper, S. (2014). Scales Manual of the German Family Panel: Wave 1 to 6. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_pairfam_6.0.pdf)",,,ses0200s,cat,370
twinlife,wid1_F2F1_module10,ses0200s,2,"I believe, all in all, [name of child] is satisfied with him-/herself.","Ich glaube, alles in allem, ist [Name des Kindes] mit sich zufrieden.",apl5_3,,,"Source: Adapted from: Thoennissen, C., Wilhelm, B., Friedrich, S., Alt, P., & Walper, S. (2014). Scales Manual of the German Family Panel: Wave 1 to 6. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_pairfam_6.0.pdf)","Source: Adapted from: Thoennissen, C., Wilhelm, B., Friedrich, S., Alt, P., & Walper, S. (2014). Scales Manual of the German Family Panel: Wave 1 to 6. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_pairfam_6.0.pdf)",,,ses0200s,cat,371
twinlife,wid1_F2F1_module10,com0100t,0,Now we would like to ask you a few questions about [name] development. Has [name] made use of the support provided in the following areas in kindergarten or another institution for special needs education?,Nun moechten wir Ihnen einige Fragen zur Entwicklung von [Name des Kindes] stellen. Hat [Name des Kindes] in einem der folgenden Bereiche im Kindergarten oder in einer anderen Institution sonderpaedagogische Foerderung in Anspruch genommen?,,,,"Source: Adapted from: National Educational Panel Study (NEPS). (2018). Erhebungsinstrumente (Feldversion) NEPS Startkohorte 2-Kindergarten Fruehe Bildung in Kindergarten und Grundschule Welle 2 [NEPS SC2 Starting Cohort 2: Kindergarten Wave 2]. University of Bamberg, National Educational Panel Study (NEPS). [[URL link]](https://www.neps-data.de/Portals/0/NEPS/Datenzentrum/Forschungsdaten/SC2/Feldversionen/SC2_Q_w2_de.pdf)","Source: Adapted from: National Educational Panel Study (NEPS). (2018). Erhebungsinstrumente (Feldversion) NEPS Startkohorte 2-Kindergarten Fruehe Bildung in Kindergarten und Grundschule Welle 2 [NEPS SC2 Starting Cohort 2: Kindergarten Wave 2]. University of Bamberg, National Educational Panel Study (NEPS). [[URL link]](https://www.neps-data.de/Portals/0/NEPS/Datenzentrum/Forschungsdaten/SC2/Feldversionen/SC2_Q_w2_de.pdf)",age0110t >= 4 & age0110t <= 15,,com0100t,txt,372
twinlife,wid1_F2F1_module10,com0100t,1,Learning (e.g. learning aid),Lernen (z.B. Lernhilfe),mn,,,"Source: Adapted from: National Educational Panel Study (NEPS). (2018). Erhebungsinstrumente (Feldversion) NEPS Startkohorte 2-Kindergarten Fruehe Bildung in Kindergarten und Grundschule Welle 2 [NEPS SC2 Starting Cohort 2: Kindergarten Wave 2]. University of Bamberg, National Educational Panel Study (NEPS). [[URL link]](https://www.neps-data.de/Portals/0/NEPS/Datenzentrum/Forschungsdaten/SC2/Feldversionen/SC2_Q_w2_de.pdf)","Source: Adapted from: National Educational Panel Study (NEPS). (2018). Erhebungsinstrumente (Feldversion) NEPS Startkohorte 2-Kindergarten Fruehe Bildung in Kindergarten und Grundschule Welle 2 [NEPS SC2 Starting Cohort 2: Kindergarten Wave 2]. University of Bamberg, National Educational Panel Study (NEPS). [[URL link]](https://www.neps-data.de/Portals/0/NEPS/Datenzentrum/Forschungsdaten/SC2/Feldversionen/SC2_Q_w2_de.pdf)",,,com0100t,cat,373
twinlife,wid1_F2F1_module10,com0100t,2,"Language (e.g. School for Children with Speech, Language and Communication Needs)",Sprache (z.B. Sprachheilschule),mn,,,"Source: Adapted from: National Educational Panel Study (NEPS). (2018). Erhebungsinstrumente (Feldversion) NEPS Startkohorte 2-Kindergarten Fruehe Bildung in Kindergarten und Grundschule Welle 2 [NEPS SC2 Starting Cohort 2: Kindergarten Wave 2]. University of Bamberg, National Educational Panel Study (NEPS). [[URL link]](https://www.neps-data.de/Portals/0/NEPS/Datenzentrum/Forschungsdaten/SC2/Feldversionen/SC2_Q_w2_de.pdf)","Source: Adapted from: National Educational Panel Study (NEPS). (2018). Erhebungsinstrumente (Feldversion) NEPS Startkohorte 2-Kindergarten Fruehe Bildung in Kindergarten und Grundschule Welle 2 [NEPS SC2 Starting Cohort 2: Kindergarten Wave 2]. University of Bamberg, National Educational Panel Study (NEPS). [[URL link]](https://www.neps-data.de/Portals/0/NEPS/Datenzentrum/Forschungsdaten/SC2/Feldversionen/SC2_Q_w2_de.pdf)",,,com0100t,cat,374
twinlife,wid1_F2F1_module10,com0100t,3,Physical and motoric development,koerperliche und motorische Entwicklung,mn,,,"Source: Adapted from: National Educational Panel Study (NEPS). (2018). Erhebungsinstrumente (Feldversion) NEPS Startkohorte 2-Kindergarten Fruehe Bildung in Kindergarten und Grundschule Welle 2 [NEPS SC2 Starting Cohort 2: Kindergarten Wave 2]. University of Bamberg, National Educational Panel Study (NEPS). [[URL link]](https://www.neps-data.de/Portals/0/NEPS/Datenzentrum/Forschungsdaten/SC2/Feldversionen/SC2_Q_w2_de.pdf)","Source: Adapted from: National Educational Panel Study (NEPS). (2018). Erhebungsinstrumente (Feldversion) NEPS Startkohorte 2-Kindergarten Fruehe Bildung in Kindergarten und Grundschule Welle 2 [NEPS SC2 Starting Cohort 2: Kindergarten Wave 2]. University of Bamberg, National Educational Panel Study (NEPS). [[URL link]](https://www.neps-data.de/Portals/0/NEPS/Datenzentrum/Forschungsdaten/SC2/Feldversionen/SC2_Q_w2_de.pdf)",,,com0100t,cat,375
twinlife,wid1_F2F1_module10,com0100t,4,Emotional and social development (e.g. educational support),emotionale und soziale Entwicklung (z.B. Erziehungshilfe),mn,,,"Source: Adapted from: National Educational Panel Study (NEPS). (2018). Erhebungsinstrumente (Feldversion) NEPS Startkohorte 2-Kindergarten Fruehe Bildung in Kindergarten und Grundschule Welle 2 [NEPS SC2 Starting Cohort 2: Kindergarten Wave 2]. University of Bamberg, National Educational Panel Study (NEPS). [[URL link]](https://www.neps-data.de/Portals/0/NEPS/Datenzentrum/Forschungsdaten/SC2/Feldversionen/SC2_Q_w2_de.pdf)","Source: Adapted from: National Educational Panel Study (NEPS). (2018). Erhebungsinstrumente (Feldversion) NEPS Startkohorte 2-Kindergarten Fruehe Bildung in Kindergarten und Grundschule Welle 2 [NEPS SC2 Starting Cohort 2: Kindergarten Wave 2]. University of Bamberg, National Educational Panel Study (NEPS). [[URL link]](https://www.neps-data.de/Portals/0/NEPS/Datenzentrum/Forschungsdaten/SC2/Feldversionen/SC2_Q_w2_de.pdf)",,,com0100t,cat,376
twinlife,wid1_F2F1_module10,com0100t,5,Mental development,geistige Entwicklung,mn,,,"Source: Adapted from: National Educational Panel Study (NEPS). (2018). Erhebungsinstrumente (Feldversion) NEPS Startkohorte 2-Kindergarten Fruehe Bildung in Kindergarten und Grundschule Welle 2 [NEPS SC2 Starting Cohort 2: Kindergarten Wave 2]. University of Bamberg, National Educational Panel Study (NEPS). [[URL link]](https://www.neps-data.de/Portals/0/NEPS/Datenzentrum/Forschungsdaten/SC2/Feldversionen/SC2_Q_w2_de.pdf)","Source: Adapted from: National Educational Panel Study (NEPS). (2018). Erhebungsinstrumente (Feldversion) NEPS Startkohorte 2-Kindergarten Fruehe Bildung in Kindergarten und Grundschule Welle 2 [NEPS SC2 Starting Cohort 2: Kindergarten Wave 2]. University of Bamberg, National Educational Panel Study (NEPS). [[URL link]](https://www.neps-data.de/Portals/0/NEPS/Datenzentrum/Forschungsdaten/SC2/Feldversionen/SC2_Q_w2_de.pdf)",,,com0100t,cat,377
twinlife,wid1_F2F1_module10,com0100t,6,Seeing,Sehen,mn,,,"Source: Adapted from: National Educational Panel Study (NEPS). (2018). Erhebungsinstrumente (Feldversion) NEPS Startkohorte 2-Kindergarten Fruehe Bildung in Kindergarten und Grundschule Welle 2 [NEPS SC2 Starting Cohort 2: Kindergarten Wave 2]. University of Bamberg, National Educational Panel Study (NEPS). [[URL link]](https://www.neps-data.de/Portals/0/NEPS/Datenzentrum/Forschungsdaten/SC2/Feldversionen/SC2_Q_w2_de.pdf)","Source: Adapted from: National Educational Panel Study (NEPS). (2018). Erhebungsinstrumente (Feldversion) NEPS Startkohorte 2-Kindergarten Fruehe Bildung in Kindergarten und Grundschule Welle 2 [NEPS SC2 Starting Cohort 2: Kindergarten Wave 2]. University of Bamberg, National Educational Panel Study (NEPS). [[URL link]](https://www.neps-data.de/Portals/0/NEPS/Datenzentrum/Forschungsdaten/SC2/Feldversionen/SC2_Q_w2_de.pdf)",,,com0100t,cat,378
twinlife,wid1_F2F1_module10,com0100t,7,Hearing,Hoeren,mn,,,"Source: Adapted from: National Educational Panel Study (NEPS). (2018). Erhebungsinstrumente (Feldversion) NEPS Startkohorte 2-Kindergarten Fruehe Bildung in Kindergarten und Grundschule Welle 2 [NEPS SC2 Starting Cohort 2: Kindergarten Wave 2]. University of Bamberg, National Educational Panel Study (NEPS). [[URL link]](https://www.neps-data.de/Portals/0/NEPS/Datenzentrum/Forschungsdaten/SC2/Feldversionen/SC2_Q_w2_de.pdf)","Source: Adapted from: National Educational Panel Study (NEPS). (2018). Erhebungsinstrumente (Feldversion) NEPS Startkohorte 2-Kindergarten Fruehe Bildung in Kindergarten und Grundschule Welle 2 [NEPS SC2 Starting Cohort 2: Kindergarten Wave 2]. University of Bamberg, National Educational Panel Study (NEPS). [[URL link]](https://www.neps-data.de/Portals/0/NEPS/Datenzentrum/Forschungsdaten/SC2/Feldversionen/SC2_Q_w2_de.pdf)",,,com0100t,cat,379
twinlife,wid1_F2F1_module10,com0100t,8,Autism,Autismus,mn,,,"Source: Adapted from: National Educational Panel Study (NEPS). (2018). Erhebungsinstrumente (Feldversion) NEPS Startkohorte 2-Kindergarten Fruehe Bildung in Kindergarten und Grundschule Welle 2 [NEPS SC2 Starting Cohort 2: Kindergarten Wave 2]. University of Bamberg, National Educational Panel Study (NEPS). [[URL link]](https://www.neps-data.de/Portals/0/NEPS/Datenzentrum/Forschungsdaten/SC2/Feldversionen/SC2_Q_w2_de.pdf)","Source: Adapted from: National Educational Panel Study (NEPS). (2018). Erhebungsinstrumente (Feldversion) NEPS Startkohorte 2-Kindergarten Fruehe Bildung in Kindergarten und Grundschule Welle 2 [NEPS SC2 Starting Cohort 2: Kindergarten Wave 2]. University of Bamberg, National Educational Panel Study (NEPS). [[URL link]](https://www.neps-data.de/Portals/0/NEPS/Datenzentrum/Forschungsdaten/SC2/Feldversionen/SC2_Q_w2_de.pdf)",,,com0100t,cat,380
twinlife,wid1_F2F1_module10,com0100t,9,Others (such as: *Open),"Sonstiges, und zwar:",mn,,,"Source: Adapted from: National Educational Panel Study (NEPS). (2018). Erhebungsinstrumente (Feldversion) NEPS Startkohorte 2-Kindergarten Fruehe Bildung in Kindergarten und Grundschule Welle 2 [NEPS SC2 Starting Cohort 2: Kindergarten Wave 2]. University of Bamberg, National Educational Panel Study (NEPS). [[URL link]](https://www.neps-data.de/Portals/0/NEPS/Datenzentrum/Forschungsdaten/SC2/Feldversionen/SC2_Q_w2_de.pdf)","Source: Adapted from: National Educational Panel Study (NEPS). (2018). Erhebungsinstrumente (Feldversion) NEPS Startkohorte 2-Kindergarten Fruehe Bildung in Kindergarten und Grundschule Welle 2 [NEPS SC2 Starting Cohort 2: Kindergarten Wave 2]. University of Bamberg, National Educational Panel Study (NEPS). [[URL link]](https://www.neps-data.de/Portals/0/NEPS/Datenzentrum/Forschungsdaten/SC2/Feldversionen/SC2_Q_w2_de.pdf)",,,com0100t,cat,381
twinlife,wid1_F2F1_module10,com0100t,10,None of those,Nichts davon,mn,,,"Source: Adapted from: National Educational Panel Study (NEPS). (2018). Erhebungsinstrumente (Feldversion) NEPS Startkohorte 2-Kindergarten Fruehe Bildung in Kindergarten und Grundschule Welle 2 [NEPS SC2 Starting Cohort 2: Kindergarten Wave 2]. University of Bamberg, National Educational Panel Study (NEPS). [[URL link]](https://www.neps-data.de/Portals/0/NEPS/Datenzentrum/Forschungsdaten/SC2/Feldversionen/SC2_Q_w2_de.pdf)","Source: Adapted from: National Educational Panel Study (NEPS). (2018). Erhebungsinstrumente (Feldversion) NEPS Startkohorte 2-Kindergarten Fruehe Bildung in Kindergarten und Grundschule Welle 2 [NEPS SC2 Starting Cohort 2: Kindergarten Wave 2]. University of Bamberg, National Educational Panel Study (NEPS). [[URL link]](https://www.neps-data.de/Portals/0/NEPS/Datenzentrum/Forschungsdaten/SC2/Feldversionen/SC2_Q_w2_de.pdf)",,,com0100t,cat,382
twinlife,wid1_F2F1_module10,com0100t,11,Do not know,Weiss nicht,mn,,,"Source: Adapted from: National Educational Panel Study (NEPS). (2018). Erhebungsinstrumente (Feldversion) NEPS Startkohorte 2-Kindergarten Fruehe Bildung in Kindergarten und Grundschule Welle 2 [NEPS SC2 Starting Cohort 2: Kindergarten Wave 2]. University of Bamberg, National Educational Panel Study (NEPS). [[URL link]](https://www.neps-data.de/Portals/0/NEPS/Datenzentrum/Forschungsdaten/SC2/Feldversionen/SC2_Q_w2_de.pdf)","Source: Adapted from: National Educational Panel Study (NEPS). (2018). Erhebungsinstrumente (Feldversion) NEPS Startkohorte 2-Kindergarten Fruehe Bildung in Kindergarten und Grundschule Welle 2 [NEPS SC2 Starting Cohort 2: Kindergarten Wave 2]. University of Bamberg, National Educational Panel Study (NEPS). [[URL link]](https://www.neps-data.de/Portals/0/NEPS/Datenzentrum/Forschungsdaten/SC2/Feldversionen/SC2_Q_w2_de.pdf)",,,com0100t,cat,383
